R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Matt Schnell,Tyson Nam,105,-130,105,76.92307692,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Flyweight,MALE,3,0,2,0,3.55,0.32,0,0,0,2,2,9,0,0,0,0,2,0,0,2,Orthodox,170.18,172.72,125,1,0,0,3.73,0.35,1.6,0.64,0.33,4,3,11,0,0,1,1,0,2,0,4,Orthodox,172.72,177.8,125,31,37,-1,2,-2,-2,-1,-2,0,2,-2,-2.54,-5.08,6,-0.18,-1.6,-0.64,1,1,13,9,,,,,,,,,,,,9,,,,,,,,,,,,,13,,Red,S-DEC,,,,,225,400,500,2000,750,125
Lerone Murphy,Douglas Silva de Andrade,-305,240,32.78688525,240,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,0,1,0,3.96,0.38,0,0.65,0.5,2,3,19,0,0,0,3,1,0,0,4,Orthodox,170.18,172.72,145,0,1,1,2.59,0.42,1.6,0.78,0.5,1,0,4,0,0,0,0,1,0,0,1,Orthodox,175.26,185.42,145,29,35,0,0,1,3,3,15,0,0,0,-5.08,-12.7,6,1.37,-1.6,-0.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,200,425,1000,1400,110,850
Omari Akhmedov,Tom Breese,128,-159,128,62.89308176,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,0,1,0,3.77,0.51,0.3,0,0,3,2,11,0,0,0,1,4,0,0,5,Southpaw,190.5,185.42,185,1,0,1,2.92,0.34,0.2,2.56,0.5,3,4,33,0,0,1,5,2,0,0,8,Orthodox,182.88,185.42,185,33,29,-1,1,0,-3,-2,-22,0,2,0,7.62,0,-4,0.85,0.1,-2.56,1,1,,13,,,,,,,13,,,,,,,,,,,,,,,,,,,,Red,SUB,,,,,215,200,1200,800,700,250
Ricky Simon,Gaetano Pirrello,-400,300,25,300,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,1,0,3.21,0.41,0.2,6.61,0.51,4,2,19,0,0,2,2,1,0,0,5,Orthodox,167.64,175.26,135,28,28,0,-1,-4,-5,-2,-19,0,-1,0,2.54,-5.08,0,-3.21,-0.2,-6.61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,115,675,250,2500,400,650
Su Mudaerji,Zarrukh Adashev,-400,300,25,300,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Flyweight,MALE,3,1,0,0,3.75,0.33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,0,2,0,5.25,0.58,1.3,0.66,1,2,1,6,0,0,0,1,1,0,0,2,Southpaw,172.72,182.88,125,25,28,1,-2,-2,-2,0,-5,0,-1,0,-7.62,-17.78,3,-1.5,-1.3,-0.66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,300,700,1400,1400,-185,900
Dalcha Lungiambula,Markus Perez,-143,115,69.93006993,115,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,2,0,0,2.83,0.46,1,1.02,0.26,1,4,13,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,1,0,0,1.79,0.55,0,2.83,0.5,1,1,6,0,0,0,0,1,0,0,1,Orthodox,172.72,193.04,185,33,32,1,0,0,1,3,7,0,-1,2,12.7,-7.62,-1,1.04,1,-1.81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,500,275,800,400,115,700
Francisco Figueiredo,Jerome Rivera,-155,125,64.51612903,125,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Flyweight,MALE,3,1,0,0,3.79,0.42,0,0,0,1,1,5,0,0,0,1,0,0,0,1,Southpaw,177.8,182.88,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,135,31,25,1,0,1,1,1,5,0,0,0,10.16,7.62,-6,3.79,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,225,,700,,900
Mike Davis,Mason Jones,-175,135,57.14285714,135,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,0,1,0,5.87,0.54,0,0.77,0.33,1,2,8,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,145,28,25,0,-1,-1,-1,-2,-8,0,-1,0,-5.08,-5.08,-3,-5.87,0,-0.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,185,275,1400,800,190,600
Umar Nurmagomedov,Sergey Morozov,-530,375,18.86792453,375,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135,24,31,0,0,0,0,0,0,0,0,0,-5.08,-5.08,7,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,-130,700,300,1200,600,1200
Victoria Leonardo,Manon Fiorot,170,-215,170,46.51162791,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,0,1,0,4.85,0.53,0,4.65,0.42,1,0,2,0,0,0,0,1,0,0,1,Orthodox,165.1,162.56,125,30,30,0,-1,-1,-1,0,-2,0,-1,0,5.08,7.62,0,-4.85,0,-4.65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,275,170,700,1600,800,235
Max Holloway,Calvin Kattar,-162,138,61.72839506,138,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,5,0,2,0,5.01,0.41,0,0.47,0.37,2,2,21,0,0,0,2,4,0,0,6,Orthodox,180.34,182.88,145,2,0,0,6.47,0.44,0.4,0.22,0.83,13,6,70,8,0,1,5,9,2,0,17,Orthodox,180.34,175.26,145,29,32,-2,2,-11,-11,-4,-49,-8,-5,-2,0,7.62,3,-1.46,-0.4,0.25,1,1,6,1,,,,,,,,,,1,,,,,,,,,,,,,6,,,,Red,U-DEC,,,,,125,300,1400,2000,450,300
Carlos Condit,Matt Brown,-177,145,56.49717514,145,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Welterweight,MALE,3,1,0,0,3.81,0.54,1.5,1.6,0.47,7,11,58,0,0,0,2,11,2,0,15,Orthodox,182.88,190.5,170,0,1,0,3.69,0.39,1.1,0.55,0.55,5,10,60,3,0,1,2,6,4,0,13,Orthodox,187.96,190.5,170,36,40,1,-1,2,2,1,-2,-3,5,-2,-5.08,0,4,0.12,0.4,1.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,300,325,550,900,215,475
Santiago Ponzinibbio,Li Jingliang,-305,240,32.78688525,240,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,1,0,0,4.51,0.42,0,1.32,0.39,4,4,32,0,0,1,2,6,0,0,9,Orthodox,182.88,180.34,170,0,7,0,4.27,0.39,0,0.54,0.44,7,2,25,0,0,0,4,5,0,0,9,Orthodox,182.88,185.42,170,34,32,1,-7,-3,0,2,7,0,1,0,0,-5.08,-2,0.24,0,0.78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,175,,1400,,130,
Joaquin Buckley,Alessio Di Chirico,-278,215,35.97122302,215,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,3,0,0,3.25,0.4,0,1.66,0.45,2,5,21,0,0,2,0,1,0,0,3,Orthodox,182.88,187.96,185,0,2,0,4.89,0.38,0,0.66,0.16,2,1,7,0,0,0,0,2,0,0,2,Southpaw,177.8,193.04,185,26,31,3,-2,0,1,4,14,0,-1,0,5.08,-5.08,5,-1.64,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,235,400,1800,1200,-110,750
Punahele Soriano,Dusko Todorovic,130,-159,130,62.89308176,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,0,2,0,8.04,0.67,0,0.65,0.06,2,0,5,0,0,0,1,1,0,0,2,Orthodox,185.42,187.96,185,0,2,0,3.99,0.42,0,3.28,0.8,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,182.88,185,28,26,0,0,0,0,0,1,0,0,0,5.08,5.08,-2,4.05,0,-2.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,450,250,1600,750,275,200
Wu Yanan,Joselyne Edwards,-110,-110,90.90909091,90.90909091,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,1,0,0,4.79,0.45,0.4,0.44,0.14,1,2,7,0,0,0,0,0,1,0,1,Orthodox,172.72,167.64,125,24,25,-1,0,-1,-1,-2,-7,0,0,-1,0,10.16,1,-4.79,-0.4,-0.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,130,240,750,700,900,400
Carlos Felipe,Justin Tafa,-190,155,52.63157895,155,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,0,1,0,3.86,0.66,0,0,0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,264,0,1,0,4.07,0.4,0,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,245,26,27,0,0,0,0,0,-4,0,1,0,0,-2.54,1,-0.21,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,175,600,1600,2200,175,275
David Zawada,Ramazan Emeev,210,-275,210,36.36363636,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,0,1,0,2.29,0.43,0.6,2,0.25,3,1,15,0,0,0,4,0,0,0,4,Southpaw,177.8,193.04,170,0,1,0,3.38,0.41,3.3,0.94,0.22,1,2,7,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,30,33,0,0,2,3,-1,8,0,0,-1,-5.08,2.54,3,-1.09,-2.7,1.06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,650,-125,550,550,750,550
Sarah Moras,Vanessa Melo,-230,180,43.47826087,180,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Bantamweight,FEMALE,3,3,0,0,3.4,0.3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,1,0,0,2.18,0.38,0.9,0.77,0.22,1,5,21,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,135,32,32,2,0,-1,-3,-2,-12,0,-1,-1,-5.08,-5.08,0,1.22,-0.9,-0.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,-110,250,600,1200,650,1200
Jacob Kilburn,Austin Lingo,180,-230,180,43.47826087,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,1,0,0,0.8,0.19,0,1,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,2,0,0,0.77,0.55,0,0,0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,25,26,-1,0,0,0,-1,-1,0,0,0,2.54,-5.08,1,0.03,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,450,250,750,325,650,225
Stephen Thompson,Geoff Neal,-103,-117,97.08737864,85.47008547,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,5,1,0,0,4.94,0.49,0.2,0.5,0.5,6,1,1,0,0,0,0,0,0,0,6,Southpaw,180.34,190.5,170,0,2,1,4.24,0.43,0,0.32,0.45,7,4,5,2,0,0,0,0,0,0,11,Orthodox,182.88,190.5,170,37,30,1,-2,-1,-5,-3,-4,-2,0,0,-2.54,0,-7,0.7,0.2,0.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,275,325,2000,1400,250,200
Jose Aldo,Marlon Vera,-140,120,71.42857143,120,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,3.65,0.49,1.1,0.78,0.37,5,6,0,0,0,0,0,0,0,0,10,Switch,172.72,177.8,135,0,1,0,3.45,0.45,0.1,0.57,0.56,15,6,3,12,0,0,0,0,0,0,19,Orthodox,170.18,177.8,135,34,28,1,-1,-10,-9,0,-3,-12,0,0,2.54,0,-6,0.2,1,0.21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,150,300,800,800,500,400
Michel Pereira,Khaos Williams,105,-125,105,80,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4.39,0.45,0,0,0,2,1,0,0,0,0,0,0,0,0,2,Orthodox,182.88,195.58,170,0,2,0,3.74,0.54,0.5,1.76,0.7,2,2,0,0,0,0,0,0,0,0,3,Orthodox,185.42,185.42,170,27,26,1,-2,0,-1,-1,0,0,0,0,-2.54,10.16,-1,0.65,-0.5,-1.76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,350,600,550,1600,275,150
Marlon Moraes,Rob Font,-170,150,58.82352941,150,12/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,2,0,0,3.38,0.39,0.4,1,0.41,4,4,2,1,0,0,0,0,0,0,5,Orthodox,167.64,170.18,135,0,3,0,5.21,0.42,0.8,1.2,0.36,3,3,0,0,0,0,0,0,0,0,8,Orthodox,172.72,180.34,135,33,32,2,-3,1,-3,1,2,1,0,0,-5.08,-10.16,-1,-1.83,-0.4,-0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,235,250,600,1200,275,350
Marcin Tybura,Greg Hardy,-110,-110,90.90909091,90.90909091,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,4.83,0.5,0,0.21,0.33,2,3,0,0,0,0,0,0,0,0,6,Orthodox,195.58,203.2,265,0,4,0,3.7,0.5,0.1,1.62,0.45,4,5,4,0,0,0,0,0,0,0,8,Orthodox,190.5,198.12,249,35,32,1,-4,-2,-2,-2,-4,0,0,0,5.08,5.08,-3,1.13,-0.1,-1.41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,225,550,475,1800,650,145
Anthony Pettis,Alex Morono,-210,175,47.61904762,175,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4.96,0.42,0.4,0.44,0.28,3,4,2,0,0,0,0,0,0,0,7,Orthodox,180.34,182.88,170,0,2,0,3.05,0.47,1.1,0.61,0.5,5,10,2,4,0,0,0,0,0,0,16,Orthodox,177.8,182.88,155,33,30,1,-2,-2,-9,-6,0,-4,0,0,2.54,0,-3,1.91,-0.7,-0.17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,150,325,600,1000,275,850
Sijara Eubanks,Pannie Kianzad,-140,120,71.42857143,120,12/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,4.52,0.43,0.4,1.88,0.46,2,4,0,0,0,0,0,0,0,0,4,Orthodox,162.56,170.18,135,0,3,0,5.14,0.49,0.2,0.22,0.14,3,2,2,0,0,0,0,0,0,0,3,Orthodox,170.18,167.64,135,29,35,2,-3,-1,1,2,-2,0,0,0,-7.62,2.54,6,-0.62,0.2,1.66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,150,155,500,1400,650,1200
Deron Winn,Antonio Arroyo,160,-185,160,54.05405405,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,2,0,0,3.08,0.7,0.3,1.4,0.41,2,2,0,0,0,0,0,0,0,0,2,Orthodox,190.5,185.42,185,0,1,0,4.74,0.47,0,4.98,0.52,1,2,1,0,0,0,0,0,0,0,2,Orthodox,167.64,177.8,185,31,31,2,-1,1,0,0,-1,0,0,0,22.86,7.62,0,-1.66,0.3,-3.58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,225,300,1100,275,675,300
Gillian Robertson,Taila Santos,-145,125,68.96551724,125,12/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,2.05,0.51,0.9,2.64,0.46,2,3,0,0,0,0,0,0,0,0,6,Orthodox,165.1,160.02,125,0,2,0,3.52,0.48,1,2,0.8,2,1,0,0,0,0,0,0,0,0,3,Orthodox,167.64,172.72,125,27,25,1,-2,0,3,2,0,0,0,0,-2.54,-12.7,-2,-1.47,-0.1,0.64,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,250,200,325,750,1000,425
Tafon Nchukwi,Jamie Pickett,-335,275,29.85074627,275,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,1,0,0,2.84,0.55,0.4,1.48,0.4,1,3,0,0,0,0,0,0,0,0,1,Orthodox,187.96,203.2,185,0,2,0,7.59,0.55,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Orthodox,182.88,195.58,205,26,32,1,-2,-1,-1,3,0,0,0,0,5.08,7.62,6,-4.75,0.4,1.48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,500,550,1600,1200,-175,600
Jimmy Flick,Cody Durden,-157,137,63.69426752,137,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,1,0,1,3.11,0.48,0.8,3.28,0.26,0,1,0,0,0,0,0,0,0,0,0,Southpaw,170.18,170.18,125,0,2,0,1.99,0.58,7.2,1.81,0.5,2,0,0,0,0,0,0,0,0,0,2,Orthodox,170.18,172.72,125,30,29,1,-2,-2,-2,1,0,0,0,0,0,-2.54,-1,1.12,-6.4,1.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,475,400,125,1000,1000,300
Christos Giagos,Carlton Minus,-345,285,28.98550725,285,12/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,2,0,0,3.5,0.4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,0,1,0,2.88,0.41,0.3,3.11,0.39,2,4,0,0,0,0,0,0,0,0,4,Orthodox,177.8,180.34,155,30,27,2,-1,-2,-4,-2,1,0,0,0,0,10.16,-3,0.62,-0.3,-3.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,165,450,300,1000,300,900
Tony Ferguson,Charles Oliveira,-185,160,54.05405405,160,12/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,5.46,0.45,1.1,0.45,0.42,12,3,4,2,0,0,0,0,0,0,15,Orthodox,180.34,193.04,155,0,8,0,3.22,0.52,2.8,2.64,0.44,8,8,2,0,0,0,0,0,0,0,18,Orthodox,177.8,187.96,155,31,36,2,-8,4,-3,-5,2,2,0,0,2.54,5.08,5,2.24,-1.7,-2.19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,325,550,500,325,215,750
Mackenzie Dern,Virna Jandiroba,-160,140,62.5,140,12/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,2.39,0.46,2,3.16,0.53,2,2,0,0,0,0,0,0,0,0,2,Orthodox,160.02,162.56,115,0,3,0,3.74,0.38,2.2,0.28,0.05,3,1,1,0,0,0,0,0,0,0,5,Orthodox,162.56,160.02,115,27,32,1,-3,-1,-3,1,-1,0,0,0,-2.54,2.54,5,-1.35,-0.2,2.88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,300,170,170,900,675,1600
Kevin Holland,Jacare Souza,-135,115,74.07407407,115,12/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,3,0,0,2.53,0.46,1.4,2.55,0.39,8,8,3,0,0,0,0,0,0,0,19,Orthodox,185.42,182.88,185,0,5,0,4.74,0.57,0.8,1.19,0.42,5,2,0,0,0,0,0,0,0,0,9,Orthodox,190.5,205.74,185,28,41,3,-5,3,10,6,3,0,0,0,-5.08,-22.86,13,-2.21,0.6,1.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,250,425,2500,200,275,750
Junior Dos Santos,Ciryl Gane,325,-400,325,25,12/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,4,0,0,4.49,0.47,0.1,0.3,0.5,9,8,6,5,0,0,0,0,0,0,15,Orthodox,193.04,195.58,238,0,4,0,5.61,0.54,0.7,1.08,0.6,4,0,0,0,0,0,0,0,0,0,4,Orthodox,193.04,205.74,245,30,36,4,-4,5,11,8,6,5,0,0,0,-10.16,6,-1.12,-0.6,-0.78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,700,225,1600,1000,675,-130
Cub Swanson,Daniel Pineda,132,-152,132,65.78947368,12/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,1,0,0,3.41,0.49,1.8,1.55,0.29,2,5,1,0,0,0,0,0,0,0,4,Orthodox,170.18,175.26,145,0,2,0,4.64,0.5,0.5,1.09,0.51,6,10,2,0,0,0,0,0,0,0,17,Orthodox,172.72,177.8,145,37,35,1,-2,-4,-13,-5,-1,0,0,0,-2.54,-2.54,-2,-1.23,1.3,0.46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,250,350,1200,225,600,350
Renato Moicano,Rafael Fiziev,120,-140,120,71.42857143,12/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,5.4,0.46,0.6,1.28,0.53,3,4,1,0,0,0,0,0,0,0,6,Orthodox,180.34,182.88,155,0,3,0,4.67,0.57,0,0.84,0.5,3,1,1,0,0,0,0,0,0,0,3,Switch,172.72,180.34,155,27,31,1,-3,0,3,3,0,0,0,0,7.62,2.54,4,0.73,0.6,0.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,350,225,300,1400,1000,225
Gavin Tucker,Billy Quarantillo,165,-190,165,52.63157895,12/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,1,0,0,7.03,0.64,1.8,1.28,0.31,4,1,0,0,0,0,0,0,0,0,4,Orthodox,177.8,177.8,145,0,3,0,4.4,0.45,1.5,3,0.42,3,1,2,0,0,0,0,0,0,0,4,Southpaw,167.64,167.64,145,34,32,1,-3,1,0,0,-2,0,0,0,10.16,10.16,-2,2.63,0.3,-1.72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,225,155,1000,575,675,400
Tecia Torres,Sam Hughes,-550,425,18.18181818,425,12/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,4,0.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,0,2,0,4.3,0.47,0.1,0.68,0.15,3,5,0,0,0,0,0,0,0,0,8,Orthodox,154.94,152.4,115,31,28,1,-2,-3,-8,-4,0,0,0,0,10.16,10.16,-3,-0.3,-0.1,-0.68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,-185,800,525,1200,450,1400
